restaurant_id,restaurant_name,categories,price_level,trip_ratings,ratings,review_counts,state,city,street_address,latitude,longitude
Xm2A4Xyd-dw4x86qZCV3hw,Chartreuse,"['American (New)', 'Tapas/Small Plates', 'Cocktail Bars']",$$$,4.5,4.5,661,MI,Detroit,15 E Kirby St,42.36054,-83.06595
66OeH9RD62D3bXbqefjYvw,Giovanni's Ristorante,['Italian'],$$$,4.5,4.5,269,MI,Detroit,330 S Oakwood,42.2903220548957,-83.1459120674591
4p1bXdMdETmyU5qhzFxNxw,Selden Standard,"['American (New)', 'Breakfast & Brunch', 'Sandwiches']",$$,4.5,4.5,1111,MI,Detroit,3921 2nd Ave,42.34779,-83.06499
HYrqw4xlLCNDptBHGrTIbQ,Dime Store,"['Breakfast & Brunch', 'Bars', 'Diners']",$$,4.5,4.5,1483,MI,Detroit,719 Griswold St,42.3308060633157,-83.0479924085636
8ctLeteWujq_EfH2lRSTAw,Supino Pizzeria,"['Pizza', 'Italian']",$$,4.5,4.5,856,MI,Detroit,2457 Russell St,42.345476174914,-83.040064828648
TUR6H5mBXMDGt3qjv5sekg,Buddy's Pizza,"['Pizza', 'Salad', 'Italian']",$$,4.5,4.5,238,MI,Detroit,17125 Conant St,42.41897,-83.06405
7ArIKwojlm_Yca29HnGDfQ,Wright & Company,"['Gastropubs', 'American (New)', 'Tapas/Small Plates']",$$$,4.5,4.5,879,MI,Detroit,1500 Woodward Ave,42.33523,-83.04902
UdO_uBm3sIM5DwaE8XIpbg,Grey Ghost Detroit,"['American (Traditional)', 'Beer Bar', 'Cocktail Bars']",$$$,4.5,4.0,683,MI,Detroit,47 Watson St,42.3451704384376,-83.0555171146989
kLwuEacC69wf8aVAa0BojA,Taqueria Mi Pueblo,['Mexican'],$,4.5,4.5,502,MI,Detroit,7278 Dix St,42.3170909635414,-83.1241897817536
YqmsCvd3w0RxEiAcYGj64w,Mudgie's Deli & Wine Shop,"['Delis', 'Wine Bars', 'American (Traditional)']",$$,4.5,4.0,874,MI,Detroit,1413 Brooklyn St,42.3290835,-83.0620948
x7bzkyPv0pf8mmp4BaexZQ,Lafayette Coney Island,"['Hot Dogs', 'American (New)']",$,4.5,4.0,920,MI,Detroit,118 W Lafayette Blvd,42.3314466332113,-83.0488398850383
rMDncCUM1-1cuqA5gv1puw,PizzaPapalis of Greektown,"['Pizza', 'Italian']",$$,4.5,4.0,493,MI,Detroit,553 Monroe St,42.3353866848686,-83.0416461032287
NcM6ASYzFMDN366FsuBTVw,Green Dot Stables,"['Bars', 'American (New)']",$,4.5,4.0,1865,MI,Detroit,2200 W Lafayette Blvd,42.3218706734797,-83.071439609787
2sIc82MtKcAjx7oW3b6sqA,Andiamo Detroit Riverfront,['Italian'],$$$,4.5,4.0,460,MI,Detroit,400 Renaissance Ctr,42.328235,-83.039659
unpNAU7aIF11_VQvZXUOWg,The Apparatus Room,"['American (New)', 'Cocktail Bars']",$$$,4.5,4.0,565,MI,Detroit,250 W Larned St,42.3281585909956,-83.04851272487
ZrThFosYNhJmoMx0FI8P3A,Joe Muer Seafood,"['Seafood', 'Sushi Bars', 'American (Traditional)']",$$$,4.5,4.0,597,MI,Detroit,400 Renaissance Ctr,42.3279507129647,-83.040138261377
p_YqaizB_k9q6evn0xeMTw,Roast,['Steakhouses'],$$$,4.5,4.0,966,MI,Detroit,1128 Washington Blvd,42.3321923,-83.050707
WFtnK-JJnoVHtbMAQW7tNg,The Hudson Cafe,"['Breakfast & Brunch', 'Cafes']",$$,4.5,4.0,985,MI,Detroit,1241 Woodward Ave,42.333363,-83.0485
jDHPcMstUfhnbp-4dVm7YQ,SavannahBlue,"['American (New)', 'Soul Food', 'Cocktail Bars']",$$,4.5,4.0,465,MI,Detroit,1431 Times Square,42.3341913,-83.05233
ngu3My-XGzNNL7Bxul5ulQ,Ottava Via,"['Pizza', 'Italian', 'Sandwiches']",$$,4.5,4.0,623,MI,Detroit,1400 Michigan Ave,42.331716,-83.065696
iqHPET9Z17ugMjorPyDfIw,London Chop House,"['Steakhouses', 'Cocktail Bars', 'Cigar Bars']",$$$$,4.5,4.0,274,MI,Detroit,155 W Congress St,42.329211,-83.047384
8I1Ja8TbfEN0UOWocP0usA,Cliff Bell's,"['Bars', 'Jazz & Blues', 'American (New)']",$$,4.5,3.5,556,MI,Detroit,2030 Park Ave,42.3368149,-83.0527165
W8sLqrbS-ZxIuEuQbjAIrw,Slows Bar BQ,"['Barbeque', 'Beer Bar', 'American (Traditional)']",$$,4.5,4.0,2043,MI,Detroit,2138 Michigan Ave,42.3315986974041,-83.0759533597131
RvZGz_qp8JWfG27vI-TnBQ,Mercury Burger Bar,"['Burgers', 'Beer Bar']",$$,4.5,4.0,717,MI,Detroit,2163 Michigan Ave,42.3311573702812,-83.0761372076567
oeomzExb17rIkur7hNK-HQ,Vicente's Cuban Cuisine,"['Cuban', 'Dance Clubs', 'Seafood']",$$,4.5,4.0,779,MI,Detroit,1250 Library St,42.33447,-83.047077
HBX4hBNcOYwAJ2kAWebtbA,Texas De Brazil,"['Steakhouses', 'Brazilian', 'Venues & Event Spaces']",$$$,4.5,4.0,149,OH,Woodmere,28125 Chagrin Blvd,41.4624849,-81.4800712
65pRcC4awElAnzH4io9Chw,Batch Brewing Company,"['American (New)', 'Brewpubs']",$$,4.5,4.5,411,MI,Detroit,1400 Porter St,42.3283429981483,-83.0632939479199
XSdPHFMD4npoSKAih2mcqg,Republic,['American (New)'],$$$,4.5,4.0,486,MI,Detroit,1942 Grand River Ave,42.3350182,-83.0549774
jsCoUs3A4eAGmQCv-cQMgg,HopCat,"['Beer Bar', 'Burgers']",$$,4.0,4.0,475,MI,East Lansing,300 Grove St,42.7359679597251,-84.4818967913957
2ryA0axzi8P5zbQAePZ0ow,The Whitney,"['American (New)', 'Cocktail Bars', 'Venues & Event Spaces']",$$$,4.0,3.5,500,MI,Detroit,4421 Woodward Ave,42.352752,-83.062149
4QDFNHNhgF6gRR9siCKpxw,Parks & Rec Diner,"['Diners', 'Breakfast & Brunch']",$$,4.5,4.0,470,MI,Detroit,1942 Grand River Ave,42.33502,-83.05498
vSL3-uVBMEN72cldQjI_JA,Iridescence,"['American (New)', 'Bars', 'Seafood']",$$$,4.5,4.0,275,MI,Detroit,2901 Grand River Ave,42.3385309526863,-83.0681450529175
q2BSrIE_FQjQGtw6_N5C5Q,La Feria,"['Tapas Bars', 'Spanish']",$$,4.5,4.0,361,MI,Detroit,4130 Cass Ave,42.350197,-83.062759
DGKGnFBhBbT2ZG6Tw4MeSQ,Red Smoke Barbecue,['Barbeque'],$$,4.0,3.5,496,MI,Detroit,573 Monroe St,42.3355015,-83.0411951
fvq6GctVWHECsH3Qr7Cy0w,Grand Trunk Pub,"['Pubs', 'American (New)', 'Irish Pub']",$$,4.0,3.5,566,MI,Detroit,612 Woodward Ave,42.33064,-83.04554
le3t2klC9l-Xc3Uym0i6GA,Cornerstone Barrel House,"['American (New)', 'Whiskey Bars']",$$,4.5,4.5,254,MI,Detroit,1456 Woodward Ave,42.3350177714612,-83.0488294208078
lZyf7m2XxI5b3YM0vOLCXw,Maru Sushi & Grill Detroit,"['Sushi Bars', 'Seafood', 'Bars']",$$,4.5,4.0,415,MI,Detroit,160 W Fort St,42.3305584,-83.0486197
qoa4G6VPNewFZeZse0e79w,Lady Of The House,"['American (New)', 'Bars', 'Breakfast & Brunch']",$$$,4.5,4.0,323,MI,Detroit,1426 Bagley Ave,42.3298756,-83.0649689
gL6l1EqphkyLqER5lgmReg,Standby,"['American (New)', 'Cocktail Bars']",$$,4.5,4.5,537,MI,Detroit,225 Gratiot Ave,42.3344844608147,-83.0461140631014
m_jDZuBDEonJLtzB9L6X5g,Detroit Beer Company,"['Breweries', 'American (New)']",$$,4.0,3.5,426,MI,Detroit,1529 Broadway,42.335826,-83.048828
qa70o0JbMVMQJf4fvWiZaw,Johnny Noodle King,"['Ramen', 'Chinese', 'Noodles']",$$,4.5,4.0,711,MI,Detroit,2601 W Fort,42.3188863,-83.0743996
